CustomerID,FirstName,LastName,MembershipTier,SignupDate,State
563,James,Jones,Plus,2019-09-01,AZ
564,Justin,Lopez,Business,2020-03-30,GA
565,Ryan,Brown,Club,2023-06-09,IA
566,Patricia,Anderson,Plus,2020-07-12,NY
567,Patricia,Lopez,Club,2022-07-23,MA
568,Brian,Martinez,Plus,2020-12-19,NE
569,Patricia,Smith,Business,2020-06-05,MA
570,Ryan,Johnson,Club,2023-05-23,IA
571,Jennifer,Brown,Business,2025-11-09,AZ
572,Robert,Davis,Club,2022-09-18,IA
573,Robert,Hernandez,Club,2020-11-18,MO
574,Jennifer,Williams,Club,2021-05-08,LA
575,Maria,Wilson,Club,2019-01-06,TN
576,Stephanie,Taylor,Plus,2020-11-12,GA
577,Brian,Brown,Plus,2025-02-14,MA
578,Patricia,Thomas,Club,2021-07-12,TX
579,James,Hernandez,Club,2022-04-22,LA
580,Kevin,Garcia,Plus,2019-10-31,NM
581,Melissa,Williams,Club,2019-11-04,NY
582,Stephanie,Garcia,Plus,2019-05-07,TN
583,Maria,Brown,Club,2020-10-05,NV
584,Melissa,Rodriguez,Plus,2023-08-04,NE
585,Linda,Johnson,Club,2021-08-30,NJ
586,Michael,Johnson,Club,2024-07-03,TN
587,Ashley,Taylor,Club,2019-12-25,OK
588,Patricia,Martinez,Business,2021-04-27,NY
589,Ashley,Wilson,Club,2020-04-18,MO
590,Melissa,Wilson,Club,2020-01-09,FL
591,Patricia,Thomas,Club,2023-02-22,AL
592,Carlos,Davis,Plus,2024-03-19,MA
593,Michael,Brown,Club,2019-09-10,GA
594,Stephanie,Davis,Plus,2025-01-26,FL
595,Stephanie,Taylor,Plus,2024-11-10,KS
596,Ashley,Williams,Club,2024-05-04,TX
597,Ryan,Jones,Club,2024-08-18,AL
598,Patricia,Miller,Plus,2020-12-09,AZ
599,Stephanie,Williams,Business,2019-06-24,TN
600,Michael,Rodriguez,Club,2021-04-07,AR
